,Time 1,Obj 1,Time 2,Obj 2
1276,,,21675.0,8.0
1277,,,21753.0,8.0
1278,,,21820.0,8.0
1279,,,21914.0,8.0
1280,,,21915.0,8.0
1281,,,21988.0,8.0
1282,,,22066.0,8.0
1283,,,22154.0,8.0
1284,,,22155.0,8.0
1285,,,22231.0,8.0
1286,,,22314.0,8.0
1287,,,22315.0,8.0
1288,,,22403.0,8.0
1289,,,22482.0,8.0
1290,,,22561.0,8.0
1291,,,22671.0,8.0
1292,,,22759.0,8.0
1293,,,22854.0,8.0
1294,,,22855.0,8.0
1295,,,22946.0,8.0
1296,,,23034.0,8.0
1297,,,23192.0,8.0
1298,,,23296.0,8.0
1299,,,23375.0,8.0
1300,,,23463.0,8.0
1301,,,23541.0,8.0
1302,,,23625.0,8.0
1303,,,23728.0,8.0
1304,,,23822.0,8.0
1305,,,23982.0,8.0
1306,,,24067.0,8.0
1307,,,24188.0,8.0
1308,,,24278.0,8.0
1309,,,24373.0,8.0
1310,,,24454.0,8.0
1311,,,24555.0,8.0
1312,,,24634.0,8.0
1313,,,24710.0,8.0
1314,,,24792.0,8.0
1315,,,24886.0,8.0
1316,,,24971.0,8.0
1317,,,25061.0,8.0
1318,,,25147.0,8.0
1319,,,25240.0,8.0
1320,,,25338.0,8.0
1321,,,25429.0,8.0
1322,,,25512.0,8.0
1323,,,25595.0,8.0
1324,,,25691.0,8.0
1325,,,25827.0,8.0
1326,,,25916.0,8.0
1327,,,26014.0,8.0
1328,,,26109.0,8.0
1329,,,26200.0,8.0
1330,,,26287.0,8.0
1331,,,26374.0,8.0
1332,,,26466.0,8.0
1333,,,26549.0,8.0
1334,,,26550.0,8.0
1335,,,26640.0,8.0
1336,,,26727.0,8.0
1337,,,26879.0,8.0
1338,,,26880.0,8.0
1339,,,26963.0,8.0
1340,,,27067.0,8.0
1341,,,27158.0,8.0
1342,,,27249.0,8.0
1343,,,27369.0,8.0
1344,,,27466.0,8.0
1345,,,27566.0,8.0
1346,,,27655.0,8.0
1347,,,27798.0,8.0
1348,,,27881.0,8.0
1349,,,27980.0,8.0
1350,,,28083.0,8.0
1351,,,28173.0,8.0
1352,,,28292.0,8.0
1353,,,28390.0,8.0
1354,,,28485.0,8.0
1355,,,28572.0,8.0
1356,,,28664.0,8.0
1357,,,28746.0,8.0
1358,,,28800.0,8.0
1359,,,28800.49,8.0
